,,Ch-04.21.23-16:11:30,4/21/2023,45037,1,,,Monstera Adansonii Narrow,"04""",Monstera/Tetrasperma,1,$9.00 ,b3e97f63-5b28-443d-905b-fb05467cefdd,3, $0.63 ,,Spring 2023,,$8.37 ,,,,,,,,9,458.75,591,34,1225,89
,,Ab-04.21.23-16:11:54,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,c493655d-a40b-4086-8f64-51a30e7e3335,4, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,10,1167,684,93,1439,214
,,Ab-04.21.23-16:11:54,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,9ceee752-d839-49f2-8059-6b72edb1c45b,4, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,11,630,723,39,1542,103
,,Ab-04.21.23-16:12:37,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,c59b116c-51d9-46d9-92df-e478c3edcf0c,5, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,12,751,793,70,1663,121
,,Ab-04.21.23-16:12:37,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,956ab21f-93c0-40c6-a5a3-dde13f20d070,5, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,13,1077,888,95,1841,178
,,Ab-04.21.23-16:12:37,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,b5d4703c-ff6d-411c-88c0-d6bfbeffe493,5, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,14,575,937,49,1935,94
,,Ch-04.21.23-16:13:06,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,e79bb4fc-bdf5-4659-a526-ee0b95368295,6, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,15,703,985,48,2050,115
,,Ch-04.21.23-16:13:06,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,a058761c-d4cc-4d7d-ac5f-6b4d3320953e,6, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,0,,0,,0
,,Je-04.21.23-16:13:16,4/21/2023,45037,1,,,creeping inch,"04""",Misc. Houseplants,1,$3.00 ,ac75ddc8-b589-4c37-bb29-d5e7b2926952,7, $0.21 ,,Spring 2023,,$2.79 ,,,,,,,,,0,,0,,0
,,Je-04.21.23-16:13:16,4/21/2023,45037,1,,,Monstera Adansonii Narrow,"04""",Monstera/Tetrasperma,1,$9.00 ,3045be57-c283-4eec-bc3c-34e06098e7c5,7, $0.63 ,,Spring 2023,,$8.37 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:16:14,4/21/2023,45037,1,,,Aloe,"04""",Cacti/Succulents,1,$2.00 ,d1efb93d-d5a2-42b0-94da-7649691a4b9c,8, $0.14 ,,Spring 2023,,$1.86 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:16:14,4/21/2023,45037,1,,,Catnip,"04""",Herbs,1,$2.00 ,4f09f0e4-2b42-4d79-a18b-2979456463de,8, $0.14 ,,Spring 2023,,$1.86 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:16:14,4/21/2023,45037,1,,,Mint,"04""",Herbs,1,$1.00 ,798496d4-0695-48ce-8c0c-c8c026a07612,8, $0.14 ,,Spring 2023,,$0.86 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:16:14,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,5d14f067-0628-4628-a7e8-d270631bb745,8, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:16:47,4/21/2023,45037,1,,,Calathea Rattlesnake,"04""",Calathea/Maranta,1,$8.00 ,e906c7b8-3901-4e6f-82ae-1ad275c5a0e8,9, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:16:47,4/21/2023,45037,1,,,Black Velvet,"04""",Alocasia/Colocasia,1,$10.00 ,00a66548-f3f8-44d7-b297-209c84aeea7f,9, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:16:47,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,57b471e8-167c-43bf-9069-6be8a2ea19e4,9, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:16:47,4/21/2023,45037,1,,,Cebu Blue Pothos,"06""",Pothos,1,$6.00 ,dfe56cc6-0578-4b5d-b02b-5a65dc9a50a7,9, $0.42 ,,Spring 2023,,$5.58 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:13,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,93004314-c153-4f20-a520-a61265fe242b,10, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:13,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,049f000c-d806-4977-b8d1-d5a1bbc86dfd,10, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:13,4/21/2023,45037,1,,,Calathea Freddie,"04""",Calathea/Maranta,1,$8.00 ,47cda4ee-f9cf-46b9-b4d7-6c3ddf96dcfb,10, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:50,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,840179bd-d824-4a4a-b391-80cd7c7af888,11, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:50,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,6a9ced04-18c4-45d3-a961-a411ad037bdb,11, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:50,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,96389632-edb7-4dcb-8668-3567f2acd33b,11, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:17:50,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,2b687366-98f5-4758-a75a-78a3ddabc81b,11, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:20:56,4/21/2023,45037,1,,,Succulents,"04""",Cacti/Succulents,1,$8.00 ,f17912ca-8d69-408b-9ace-b7546f4513f2,12, $0.42 ,,Spring 2023,,$7.58 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:20:56,4/21/2023,45037,1,,,Black Velvet,"04""",Alocasia/Colocasia,1,$10.00 ,8ffa0a76-262a-4087-84b4-61dc17bdfeb3,12, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:23:00,4/21/2023,45037,1,,,Begonia Angelwing,"04""",Misc. Houseplants,1,$8.00 ,d40d9a8c-15aa-4876-9d85-3192f1cb5e75,13, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:23:00,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,76e09473-90cc-4208-9bab-a19ae9449f58,13, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:23:00,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,f596ea63-d14f-4fa3-8321-dad0ea194c01,13, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:24:25,4/21/2023,45037,1,,,Vicks,"04""",Herbs,1,$5.00 ,9578b82c-ad0d-45c3-ab29-b37465f43ac6,14, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:24:25,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,4dc0107e-464f-4795-a47a-4a383b85f4a9,14, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:24:35,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,ff69e004-f9ce-4f18-b88d-e33f4f2ad477,15, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:24:35,4/21/2023,45037,1,,,Ficus Burgundy,"04""",Ficus,1,$8.00 ,21b2a0a5-27fc-4042-ada2-f5f68cbb83bf,15, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:24:35,4/21/2023,45037,1,,,Philodendron Heart Leaf,"08""",Philodendrons,1,$6.00 ,7cc023fe-e592-43ef-834b-512c01cef9a5,15, $0.42 ,,Spring 2023,,$5.58 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:24:35,4/21/2023,45037,1,,,Basil,"04""",Herbs,1,$3.00 ,0e4b707c-0c86-432f-822a-1e10481ed5b4,15, $0.21 ,,Spring 2023,,$2.79 ,,,,,,,,,0,,0,,0
,,Je-04.21.23-16:24:47,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,aac76349-a498-4f80-96c7-3c4618ccee82,16, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:26:05,4/21/2023,45037,1,,,Vicks,"04""",Herbs,1,$5.00 ,f3e76599-f369-4f5a-8aed-0a633cdbbbff,17, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:26:05,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,e0a56a69-f6d3-4fe2-8547-feb41062d97e,17, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:26:05,4/21/2023,45037,1,,,Peperomia Verticullata,"04""",Paperomia,1,$6.00 ,4c10daf9-1581-4b03-b85a-f8686edd94a8,17, $0.42 ,,Spring 2023,,$5.58 ,,,,,,,,,0,,0,,0
,,Ab-04.21.23-16:26:05,4/21/2023,45037,1,,,Black Velvet,"04""",Alocasia/Colocasia,1,$10.00 ,47e5927f-a89a-4102-919e-a6ac7cfd99f6,17, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:26:43,4/21/2023,45037,1,,,False Bromeliad,"04""",Misc. Outdoor Plants,1, $1.00 ,6175dc4d-d221-4f8b-a50b-974ec4b0ae18,18, $0.28 ,,Spring 2023,,$0.72 ,,,,,,,,,0,,0,,0
,,Ch-04.21.23-16:26:43,4/21/2023,45037,1,,,Agave,"06""",Cacti/Succulents,1, $1.00 ,d98a0459-72b8-4721-a0ce-d32d7a309807,18, $0.21 ,,Spring 2023,,$0.79 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:26:43,4/21/2023,45037,1,,,Calathea Pinstripe,"04""",Calathea/Maranta,1,$8.00 ,5e40d945-d15c-4647-8a76-ffd2425bc547,18, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:26:43,4/21/2023,45037,1,,,Black Velvet,"04""",Alocasia/Colocasia,1,$10.00 ,8902fd9c-526d-46b0-8a85-2cd36d299801,18, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:32:32,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,ee54805c-2cec-4be6-9b45-659035258d73,19, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-16:33:39,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,75166559-10b4-4e03-b4d1-cf009c73c764,20, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,,,,,
,,Je-04.21.23-16:34:06,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,15a4db3f-d28a-4344-bc94-10b858681dbb,21, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:35:08,4/21/2023,45037,1,,,Calathea Rattlesnake,"04""",Calathea/Maranta,1,$8.00 ,84134af7-4965-4ea3-a340-9390e95c2064,22, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:35:08,4/21/2023,45037,1,,,Maranta Green,"06""",Calathea/Maranta,1,$10.00 ,1ddcd691-46f8-4433-8296-a29882a6818a,22, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:35:08,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,2568ac6c-c628-41d2-8794-a9e7d22e2055,22, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Je-04.21.23-16:36:37,4/21/2023,45037,1,,,Hilo Beauty,"04""",Alocasia/Colocasia,1,$8.00 ,ad87f511-ade1-4058-95f7-ddc3d626a7c6,23, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Je-04.21.23-16:36:37,4/21/2023,45037,1,,,Black Velvet,"04""",Alocasia/Colocasia,1,$10.00 ,9bad1ad2-7ab4-463f-a1b4-978703ff4a22,23, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Calathea Rattlesnake,"04""",Calathea/Maranta,1,$8.00 ,9b909444-4fe2-4801-8c14-2188792ab94e,24, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,03d781d8-7586-465c-90ba-4fb0286e3c6f,24, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,931b0b11-bf3b-409d-aa54-6b21c837c6b4,24, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,f40526c1-b084-47f2-a89d-99c19405231f,24, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Clearance,,Stipend,1,$1.00 ,aed48eaf-a754-4648-bcf2-00eaeb547ed8,24, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Clearance,,Stipend,1,$1.00 ,7ed4158e-282f-4f87-9ba0-3d4860482cff,24, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Clearance,,Stipend,1,$1.00 ,287ca741-1957-4242-8c93-888210b24855,24, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Clearance,,Stipend,1,$1.00 ,61f5a9d7-85c7-4a6d-87ba-e3634d369f04,24, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Banana,"06""",Fruits/vegetables,1,$10.00 ,2514e008-8a54-44ba-a410-558d54eec1d5,24, $-   ,,Spring 2023,,$10.00 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Syngonium Angustatum,"04""",Syngoniums,1,$6.00 ,2bc0a591-9fc0-4bb4-923a-0bac251e129c,24, $0.42 ,,Spring 2023,,$5.58 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:36:57,4/21/2023,45037,1,,,Peperomia Verticullata,"04""",Paperomia,,,26b12511-4e3e-4a4b-a5cd-8321669b6141,24, $0.42 ,,Spring 2023,,($0.42),,,,,,,,,,,,,
,,Ch-04.21.23-16:39:43,4/21/2023,45037,1,,,Spider Plant,"04""",Misc. Houseplants,1,$4.00 ,ec89ce27-76da-43e0-b2d3-d8b5f0032ee6,25, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-16:40:07,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,d3ec691f-d001-4f27-a107-d038aaf79562,26, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-16:40:07,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,2e0b9805-b566-4c1f-aeb4-06118c3357c8,26, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-16:40:07,4/21/2023,45037,1,,,creeping inch,"04""",Misc. Houseplants,1,$3.00 ,4e361ed9-bda6-49c5-bbca-366b34a5e07e,26, $0.21 ,,Spring 2023,,$2.79 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:41:34,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,b74b3f65-b9f8-4822-a9a3-096d32b9f6ac,27, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-16:48:12,4/21/2023,45037,1,,,Philodendron Shangri La,"04""",Philodendrons,1,$5.00 ,aac1f29e-4488-45df-8558-d748821d2449,28, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,,,,,
,,Je-04.21.23-16:48:12,4/21/2023,45037,1,,,Philodendron Fiddleleaf,"06""",Philodendrons,1,$5.00 ,378d5825-b552-4380-81de-6658261afac6,28, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Vicks,"04""",Herbs,1,$5.00 ,f396e230-baa1-4af9-869c-12a3acf9f5aa,29, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,172e026d-c9cb-4799-9c0b-8be90e182e9b,29, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,b1456540-5717-4a8d-b281-0f7d3b034fc3,29, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Mother of Thousands,"03""",Cacti/Succulents,1, $1.00 ,17ed2b57-3be4-4185-80b0-366565122c45,29, $0.14 ,,Spring 2023,,$0.86 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Monstera Adansonii Narrow,"04""",Monstera/Tetrasperma,1,$9.00 ,9c7f6e1e-46a4-4077-8fce-25276b836a9b,29, $0.63 ,,Spring 2023,,$8.37 ,,,,,,,,,,,,,
,,Ch-04.21.23-16:48:57,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,228d93b2-e7bf-4bfa-a446-5365d7e0f79a,29, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,,,,,
,,Ab-04.21.23-16:53:05,4/21/2023,45037,1,,,creeping inch,"04""",Misc. Houseplants,1,$3.00 ,96ccc836-7c02-428c-90c3-0c62d5c0940f,30, $0.21 ,,Spring 2023,,$2.79 ,,,,,,,,,,,,,
,,Je-04.21.23-16:58:30,4/21/2023,45037,1,,,Clearance,,Stipend,1,$1.00 ,f6a0602a-a526-49af-a0a9-fd61f179bc26,31, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:01:02,4/21/2023,45037,1,,,Calathea Pinstripe,"04""",Calathea/Maranta,1,$8.00 ,901e32fd-2188-4eed-91da-48aec801bafb,32, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:01:02,4/21/2023,45037,1,,,Calathea Freddie,"04""",Calathea/Maranta,1,$8.00 ,d0e4dcd4-04a5-4750-bf16-105cd9b063a8,32, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:07:11,4/21/2023,45037,1,,,Marble Pothos,"04""",Pothos,1,$4.00 ,e6fee63f-82d1-4c77-8d1f-2772a902a5f4,33, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:07:11,4/21/2023,45037,1,,,ZZ Plant,"04""",Misc. Houseplants,1,$6.00 ,4ce89f20-6f2f-464d-bcd9-645b1812c801,33, $0.35 ,,Spring 2023,,$5.65 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:11:01,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,892b6241-fcd5-49ad-9c6a-63a3d0468609,34, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:11:01,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,ac91f59d-464e-4fce-a1dc-5db60c02367d,34, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:11:01,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,0dbc68e4-74cb-4aea-ba08-65b26e23d3c7,34, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:11:22,4/21/2023,45037,1,,,Calathea Freddie,"04""",Calathea/Maranta,1,$8.00 ,7480e1b7-bb70-4ac9-803e-7d5f60d338f9,35, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
,,Ch-04.21.23-17:11:22,4/21/2023,45037,1,,,Honey,,Non-Plant,1,$5.00 ,58f82435-649e-4215-a1b9-1ef8497ec79a,35, $-   ,,Spring 2023,,$5.00 ,,,,,,,,,,,,,
,,Je-04.21.23-17:13:51,4/21/2023,45037,1,,,Begonia Angelwing,"06""",Misc. Houseplants,1,$10.00 ,f69a2149-b7dc-4352-bb14-27cd13cba1c4,36, $0.70 ,,Spring 2023,,$9.30 ,,,,,,,,,,,,,
,,Je-04.21.23-17:13:51,4/21/2023,45037,1,,,Peperomia Verticullata,"04""",Paperomia,1,$6.00 ,7c90c7bc-5d55-48e3-bffc-e712b2493f46,36, $0.42 ,,Spring 2023,,$5.58 ,,,,,,,,,,,,,
,,Je-04.21.23-17:13:51,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,01e08a14-b838-455c-adce-c1994aa209f0,36, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-17:13:51,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,fa6cf91f-c052-42a3-a3cb-2540ff8d2570,36, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Je-04.21.23-17:13:51,4/21/2023,45037,1,,,Pixie Plants,"02""",Misc. Houseplants,1,$4.00 ,de8a54ff-30f7-456f-bf97-267a7c2643d0,36, $0.28 ,,Spring 2023,,$3.72 ,,,,,,,,,,,,,
,,Ab-04.21.23-17:23:34,4/21/2023,45037,1,,,Vicks,"04""",Herbs,1,$5.00 ,afd293a7-6c82-4d22-97d2-12047c61c83b,37, $0.35 ,,Spring 2023,,$4.65 ,,,,,,,,,,,,,
,,Ab-04.21.23-17:24:31,4/21/2023,45037,1,,,Mother of Thousands,"02""",Cacti/Succulents,1,$1.00 ,84564149-17ad-478e-9903-263d23c7aad5,38, $0.07 ,,Spring 2023,,$0.93 ,,,,,,,,,,,,,
,,Ab-04.21.23-17:24:31,4/21/2023,45037,1,38,103,Calathea Rattlesnake,"04""",Calathea/Maranta,1,$8.00 ,366eb91e-5f1e-4421-8b3b-fcc1a22f1ef1,38, $0.56 ,,Spring 2023,,$7.44 ,,,,,,,,,,,,,
132,,Is-09.27.23-16:11:04,9/27/2023,45196,2,,,Monstera Adansonii Narrow,"04""",Monstera/Tetrasperma,1,$9.00 ,7e6f94dc-37c8-4a96-b49c-6ae0cb9010ac,39, $0.63 ,,Fall 2023,,$8.37 ,,,,,,,,,,,,,
,,Is-09.27.23-16:11:04,9/27/2023,45196,2,,,Golden Pothos ,"06""",Pothos,1,$4.00 ,84612bc3-4e4b-484a-8053-d8e6fa7b7833,39, $0.28 ,,Fall 2023,,$3.72 ,,,,,,,,,,,,,
,,Ha-09.27.23-16:11:37,9/27/2023,45196,2,,,Monstera Adansonii Wide,"04""",Monstera/Tetrasperma,1,$9.00 ,10b2a32f-b650-43e0-962c-5fb034e9e89e,40, $0.63 ,,Fall 2023,,$8.37 ,,,,,,,,,,,,,
